"","X","UUID_reused","Transmitting","Satellite","GPS_time_consumption","Data_source","TAG","Gender","Age","GPS_ini","GPS_end","time_range","logger_type","date","time_gmt0","timestamp_gmt0","hdop","X_4326","Y_4326","speed","altitude","device_id","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"1","2","130000026e","2022-09-29 20:57:38","7","8","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","02:55:41","2022-09-28 02:55:41","0","-6.4210228","37.0921248","0.1","-84","130000026e","1797","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",2,195928.807335951,4110570.66481221,195928.807335951,4110570.66481221,NA,NA
"2","3","130000026e","2022-09-29 20:57:38","8","3","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","03:25:36","2022-09-28 03:25:36","0","-6.4215836","37.0915936","0.4","-53.74","130000026e","1795","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",3,195876.819480711,4110513.50511581,195876.819480711,4110513.50511581,0.0430209175477944,"NO"
"3","4","130000026e","2022-09-29 20:57:38","5","4","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","03:55:37","2022-09-28 03:55:37","0","-6.4212356","37.0914752","0.4","-61.21","130000026e","1801","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",4,195907.287316715,4110499.24833,195907.287316715,4110499.24833,0.0186672834953287,"NO"
"4","5","130000026e","2022-09-29 20:57:38","6","5","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","04:25:38","2022-09-28 04:25:38","0","-6.4220716","37.0916032","0.8","-30.25","130000026e","1801","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",5,195833.468478993,4110516.13528502,195833.468478993,4110516.13528502,0.0420231717772939,"NO"
"5","6","130000026e","2022-09-29 20:57:41","6","5","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","04:55:36","2022-09-28 04:55:36","0","-6.421658","37.0920576","0.3","-64.17","130000026e","1798","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",6,195872.061402838,4110565.24268855,195872.061402838,4110565.24268855,0.0347179502148347,"NO"
"6","7","130000026e","2022-09-29 20:57:41","6","5","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","05:25:37","2022-09-28 05:25:37","0","-6.4212064","37.0922464","0.1","1.54","130000026e","1801","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",7,195912.969680616,4110584.74966655,195912.969680616,4110584.74966655,0.0251504884965294,"NO"
"7","8","130000026e","2022-09-29 20:57:41","6","4","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","05:55:35","2022-09-28 05:55:35","0","-6.4211876","37.0920896","7.3","18.74","130000026e","1798","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",8,195914.013758939,4110567.28627717,195914.013758939,4110567.28627717,0.00972460952443643,"NO"
"8","9","130000026e","2022-09-29 20:57:41","7","15","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","06:25:47","2022-09-28 06:25:47","0","-6.4220408","37.0913216","0","3.42","130000026e","1812","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",9,195835.079849037,4110484.78193321,195835.079849037,4110484.78193321,0.062979591304532,"NO"
"9","10","130000026e","2022-09-29 20:57:41","8","6","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","06:55:36","2022-09-28 06:55:36","0","-6.4212316","37.0909792","0.2","25.78","130000026e","1789","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",10,195905.658141725,4110444.18482061,195905.658141725,4110444.18482061,0.045486735271461,"NO"
"10","11","130000026e","2022-09-29 20:57:41","8","7","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","07:25:37","2022-09-28 07:25:37","0","-6.4221024","37.0929952","1","-8.6","130000026e","1801","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",11,195836.30184683,4110670.73119066,195836.30184683,4110670.73119066,0.131479026855522,"NO"
"11","12","130000026e","2022-09-29 20:57:41","10","31","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","07:56:01","2022-09-28 07:56:01","0","-6.4216","37.0936192","0.3","-192.24","130000026e","1824","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",12,195883.468222061,4110738.37765299,195883.468222061,4110738.37765299,0.0451870807488793,"YES"
"12","13","130000026e","2022-09-29 20:57:41","9","3","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","08:25:33","2022-09-28 08:25:33","0","-6.423034","37.0936992","0.3","0.94","130000026e","1772","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",13,195756.291034262,4110751.85538118,195756.291034262,4110751.85538118,0.072131613990346,"NO"
"13","14","130000026e","2022-09-29 20:57:41","8","3","1","12034","Female","Young","2022-09-28","2023-04-07","191","druid","2022-09-28","08:55:33","2022-09-28 08:55:33","0","-6.4230032","37.093824","0.1","-1.32","130000026e","1800","0","1364","NO_burst_boost","F","PTS","JUV","SUR","Donana","PTS_12034",14,195759.529168943,4110765.60806464,195759.529168943,4110765.60806464,0.007844952003076,"NO"
